ID,name,category,deadline,goal,launched,pledged,status,number_backers
1021662528,Mangia Macrina's Wood Fired Pizza is going Brick and Mortar,Restaurants,8/1/16,20000,6/29/16,21500,successful,117
1023073498,"Scratch That ""Have your CAKE and PARTY too!""",Restaurants,6/13/15,10000,4/15/15,0,failed,0
1023297061,"""Joe in a Bottle""//Mobile Cold Brew Coffee Truck",Food Trucks,3/5/17,25000,2/3/17,3421,failed,33
1023507854,Official Rolling Smoke T-shirts,Restaurants,1/6/15,700,12/15/14,795,successful,20
1023655523,Pollo Don Pedro,Restaurants,11/12/14,15000,9/13/14,0,failed,0
1024570207,LA BODEGA - by Salts,Restaurants,2/6/17,40000,12/28/16,40350,successful,127
1025934161,Three Dogs Eatery,Food Trucks,8/11/17,35000,7/12/17,100,canceled,1
1026261165,The Perking House Coffee Company,Food Trucks,2/3/16,1000,1/4/16,0,failed,0
1026338131,The Boulder Food Park: Boulder's Food & Drink Venue,Food Trucks,9/10/14,40000,8/11/14,44182.2,successful,157
102657655,The ART of Choices,Food Trucks,7/29/14,7000,7/15/14,261,failed,9
1026637861,Food service to you,Restaurants,5/1/16,40000,3/26/16,0,failed,0
1027583123,CHINGU - new american | korean inspired,Food Trucks,8/27/14,40000,6/28/14,11425,failed,69
1028358836,LaPizzeria - True Italian Taste,Restaurants,8/7/15,30000,7/8/15,0,failed,0
1029058987,Taco Padilla,Restaurants,9/5/17,30000,7/7/17,1,failed,1
1029714364,METHOD RESTAURANT,Restaurants,10/25/15,350000,9/25/15,1690,failed,11
1029798205,"~Homage~ respectfully sourced, inspired local fare",Restaurants,12/21/15,25000,11/22/15,6880,failed,20
1030023004,Latin Food Truck...,Food Trucks,8/13/14,30000,7/14/14,0,failed,0
1030593499,Firelight Diner & Bakery,Restaurants,5/8/16,5000,3/9/16,0,failed,0
1030820746,Humble Burger,Restaurants,9/4/15,8000,8/14/15,14256,successful,218
1031133046,PitoSofrito Food Truck,Food Trucks,9/21/16,75000,8/22/16,156,failed,5
1031205386,Help us to  our first Retail space & some commercial equip,Restaurants,6/4/15,125000,4/15/15,4025,failed,3
1031953904,Hero Or Villain (Canceled),Food Trucks,7/27/14,15000,5/28/14,90,canceled,3
1032043049,The Public House,Restaurants,10/4/15,100000,8/5/15,51,failed,1
1033118481,Ohio Bison Sloppy Joes: Seconds by Jane Elaine,Food Trucks,12/1/14,6000,11/12/14,6184,successful,57
1033445868,Lè Chlothar Bakery is the dream! Help make it come true!!,Restaurants,9/18/15,10000,8/19/15,20,canceled,1
1033660020,Dongers: A Wisconsin Thing,Food Trucks,5/8/15,12000,3/9/15,12662,successful,110
103399224,CD’s BBQ,Food Trucks,12/31/17,9800,12/8/17,0,failed,0
1034228326,UFITMEALS brought to you by UF Nutrition Graduates,Restaurants,9/14/15,8000,8/25/15,0,canceled,0
1035825367,Help build the Puff Truck! Pizza Puff Food Truck Chicago,Food Trucks,2/28/17,5000,1/25/17,260,failed,5
1035953482,The Grind,Restaurants,8/17/14,15000,7/18/14,0,failed,0
1036572650,Burrito Barn - A Make Your Own Burrito Concept Restaurant,Restaurants,3/15/15,60000,1/14/15,1,failed,1
1037422696,Holly's Hot Stuff,Food Trucks,9/18/14,9999,8/19/14,70,failed,4
1038127639,"Press ""Start"" on 8 Bit Bakeshop",Restaurants,7/9/16,275000,6/4/16,313,failed,12
1038483011,Greek Delights,Food Trucks,12/19/15,10000,11/19/15,0,failed,0
1038608482,Nadine's Kitchen,Restaurants,5/7/16,40000,3/23/16,3875,failed,50
1038945654,Corner of Montana Cafe,Restaurants,6/17/15,10000,5/18/15,0,failed,0
1039035335,Project Eat Good Live Good:Taste of Heaven Cafe,Restaurants,10/29/14,50000,8/30/14,6,failed,2
1040306112,Pink me! Bakery (Canceled),Restaurants,10/5/15,300000,8/6/15,0,canceled,0
1040765111,American style food truck,Food Trucks,12/24/15,75000,10/25/15,0,failed,0
1040907855,Making my mom's dream a reality,Restaurants,4/2/16,750000,2/2/16,20,failed,1
1042173663,"Help Sherwood Point Grill, in Sturgeon Bay, Wisconsin",Restaurants,8/16/16,5000,8/4/16,1707,failed,27
1042381232,Toothache Creek Cafe - Gulf Coast Home Cookin',Restaurants,12/17/15,105000,11/2/15,326,failed,5
1042412954,Indiana Tenderloin Concession,Food Trucks,7/28/15,20,6/28/15,70,successful,2
1043432906,The Fancy Hamburger inc.,Restaurants,6/3/15,20000,5/4/15,0,failed,0
1043530401,Pig and Pepper Baking Co. Brick and Mortar,Restaurants,5/1/17,7000,3/29/17,9020,successful,98
1043806698,CJay's Smokehouse Smoker Trailer,Food Trucks,2/26/17,42875,1/27/17,412,failed,4
1043817652,Steens breakfast truck food truck,Food Trucks,6/29/16,100000,6/13/16,1,failed,1
1044830862,Joli - bringing downtown dining to NW 65th St in Seattle,Restaurants,1/10/16,30000,12/11/15,10936,failed,45
1045916240,Pfennig Bakery Opening in Lakeview,Restaurants,1/9/14,5000,12/4/13,5365,successful,104
1046224473,Farmers Cookies,Restaurants,10/3/15,35000,8/4/15,0,failed,0
1046959343,Let's bring Chubby Charlies Pizza back!,Restaurants,5/12/16,40000,4/12/16,2,failed,2
1047650583,IHeartTRC Food Truck,Food Trucks,1/31/16,50000,1/1/16,20,failed,1
1047883056,"The Rogue Raven Board Game Pub - Bellingham, WA",Restaurants,12/2/16,1500,11/2/16,5341,successful,106
104890945,"Havana Eats – Fuel The Fire, Fuel The Truck",Food Trucks,3/16/17,2500,2/28/17,150,failed,2
1048932960,Build a Bar and Seating for Dudley's Bistro,Restaurants,1/27/16,4500,12/28/15,510,failed,5
1049075234,Happier Tummy,Restaurants,10/1/17,6000,8/27/17,1219,failed,25
1049100680,Eat a Bowl of Ramen in all 47 Prefectures of Japan,Restaurants,10/13/14,4000,8/14/14,0,canceled,0
1049688491,ZAX Snax Food Truck,Food Trucks,3/26/15,10000,2/24/15,2000,failed,1
1049915419,Shredded Mealz LLC.,Restaurants,2/3/16,2080,1/12/16,0,failed,0
1050516795,Surreal World,Restaurants,1/20/15,500000,11/21/14,62,failed,5
1051413536,5Julios Cuban Cuisine-A Mobile Taste of Cuba,Food Trucks,8/12/14,18000,7/19/14,2165,failed,25
1053115687,The soup slice sandwich trailer,Food Trucks,9/14/16,25000,8/15/16,511,failed,6
1053350713,Infused Spreads Kitchen & Storefront,Restaurants,12/24/15,15000,10/25/15,290,failed,8
105336089,the local flavor cafe,Restaurants,4/17/15,15000,3/18/15,0,failed,0
1054262634,"STRIP'S– A completely different fast food concept, Olathe Ks",Restaurants,7/28/16,20000,7/8/16,546,canceled,9
1054336235,Rolled Wares,Restaurants,3/6/16,89360,2/6/16,0,failed,0
1055198818,Cortlandt's Pizza Pub,Restaurants,12/27/14,21400,11/17/14,3550,failed,25
1055963444,The 3 Hobbits Hole Cafe',Restaurants,1/5/15,9000,12/2/14,21,failed,2
1056067331,Wasser Beer Company,Restaurants,9/26/14,12300,7/28/14,12896.27,successful,54
1056109575,Light Up Nicki Spaghetti!,Restaurants,4/10/15,5000,2/24/15,220,failed,4
1056563009,Don Cookie Galletas recien horneadas,Restaurants,4/10/17,10000,3/11/17,260,failed,1
1056639041,Broken Rice Food Truck,Food Trucks,9/24/16,10000,8/15/16,2753,failed,19
1058250599,La Sorrentina: Mobile Wood Fired Oven Pizza Cart,Food Trucks,7/15/15,11800,6/5/15,12780,successful,127
1058781504,Mancinis pizza campaign to move to larger location,Restaurants,10/30/14,8000,9/15/14,9480,successful,63
1059344609,Driftless Café,Restaurants,1/1/15,35000,12/4/14,40625,successful,287
1059413902,Cheezy Bizness Food truck,Food Trucks,6/19/16,15000,5/5/16,51,failed,2
1059621599,"Hog Bitz LLc, Food Truck, catering, events , pulled pork",Food Trucks,3/12/17,25000,2/20/17,0,failed,0
1061438473,The Barn Fenton (Canceled),Restaurants,12/2/14,50000,11/12/14,65,canceled,2
1061714943,Pizza Perfect,Food Trucks,4/29/15,60000,3/30/15,50,failed,1
1062004216,Spudwhackers Spuds in Denver needs a new food truck!! Help!!,Food Trucks,3/16/15,15000,2/4/15,141,failed,4
1062318389,Stay N' Play Cafe,Restaurants,12/29/17,18000,11/19/17,131,failed,3
106275803,For the Love of GUMBO,Food Trucks,11/22/15,50000,10/23/15,1,failed,1
1062829793,Be waffle food truck,Food Trucks,3/25/15,35000,2/23/15,0,failed,0
1064543889,Rochester Needs a Dessert Food Truck (Canceled),Food Trucks,9/17/15,6500,8/18/15,145,canceled,2
1064814593,Sapphire Grille,Restaurants,4/8/15,85000,3/9/15,75,failed,1
1065131233,HotRod Popcorn----Let's get on the road.,Food Trucks,4/29/15,4000,3/30/15,4005,successful,55
1065909562,Toastie's Gourmet Toast,Food Trucks,11/22/14,6000,10/20/14,1698,failed,20
1066935020,The Light Restaurant and Unbar,Restaurants,8/13/17,50000,6/14/17,20,failed,1
1067153768,"YOLKED   ""Hatch A New Beginning""  -- Healthy Fast Food",Restaurants,2/23/15,60000,1/20/15,254,failed,9
1067452489,Munch Wagon- Food Truck,Food Trucks,5/17/15,20000,4/27/15,0,failed,0
1067783824,The Chilly Bean,Food Trucks,9/7/16,20000,8/8/16,3055,failed,12
1068285081,Foodez,Restaurants,7/9/16,40000,5/25/16,50,failed,1
1068341355,Doubble Dippers - A Mobile Food Industry Revolution,Food Trucks,4/4/15,35000,2/27/15,200,failed,4
1068696042,TKO Libations: Make Your Mark!!,Restaurants,5/27/17,2000,4/27/17,5545,successful,32
1068707400,Food Truck to cook anywhere such the many festivals in La.,Food Trucks,6/5/15,30000,5/6/15,10,failed,1
1068920127,Fat Duck Inn Food Truck,Food Trucks,8/22/14,39891,7/18/14,7960,failed,20
1068941801,Help Deez Cakes!!!!,Restaurants,9/14/16,5000,7/16/16,1,failed,1
1069243415,restaurant in the making (Canceled),Restaurants,7/27/15,85500,7/17/15,0,canceled,0
10693755,Restaurant for feeding the homeless and seniors,Restaurants,5/13/15,18000,4/13/15,0,failed,0
1069385093,Lil' Pizza My Heart,Food Trucks,7/30/15,2000,7/9/15,0,failed,0
1069603313,Lizzy's Kitchen,Restaurants,8/5/16,1200,7/6/16,13,failed,2
1069609467,No Food : No Power,Food Trucks,7/16/15,215000,6/1/15,270,failed,6
1070116691,The Great Food Truck Quest,Food Trucks,5/15/15,3500,4/25/15,621,failed,5
1070987900,Southern Cosmopolitan Baking Co.: It's GROW time!,Restaurants,8/3/14,4000,7/9/14,622,failed,7
1072125534,Chick'n & Waffles,Restaurants,1/13/17,100000,12/4/16,0,failed,0
1072788490,High Country BBQ,Restaurants,8/20/14,2000,7/21/14,30,failed,4
1072968697,Lucky's Puccias & Pizzeria,Restaurants,11/6/14,10000,10/9/14,11276,successful,203
1073281466,Kebab NOLA,Restaurants,6/29/14,4500,6/15/14,7402.11,successful,97
1074270396,Vintage Grille,Restaurants,1/7/15,15000,12/8/14,2841,failed,27
107479453,Waffle Street Creamery - BIG sexy Food,Food Trucks,5/9/17,8000,3/10/17,1862,failed,24
1075036490,We Want To Bring A Green And Unique Dining Experience to KC,Food Trucks,8/16/14,125000,7/2/14,0,canceled,0
1075064318,"THE JUNKYARD- Featured on Diners, Drive-Ins and Dives",Restaurants,12/29/14,50000,11/29/14,0,failed,0
1077150754,Redbrick Pizza Kitchen Cafe Rockwall,Restaurants,3/25/17,50000,2/23/17,0,failed,0
1080095854,Patriots Tavern Building Expansion,Restaurants,9/19/14,10000,8/20/14,1845,failed,35
108067781,Roberto's Bar and Grille,Restaurants,10/8/14,10000,8/9/14,5,failed,1
108100411,Caribe Soul Food Truck,Food Trucks,4/5/16,2000,3/6/16,0,failed,0
1082399019,Open My Own Soup & Salad Restaurant,Restaurants,7/2/15,40000,5/5/15,25,failed,1
1082690733,Food Cart Tour With Raz Simone and Macklemore,Food Trucks,5/28/16,3500,5/12/16,1,failed,1
1083080356,Island Food to Go (Canceled),Restaurants,12/1/14,30000,11/1/14,100,canceled,1
1083194208,"All Hands Restaurant – coming soon to Williamsburg, Brooklyn",Restaurants,11/25/16,10000,11/10/16,11275,successful,63
108350211,Floyd's Restaurant,Restaurants,5/6/15,50000,3/7/15,0,failed,0
1083758684,Bib Burglar,Restaurants,4/2/17,6500,3/3/17,6,failed,2
1085066627,COEXIST Juice,Food Trucks,9/7/15,45000,8/17/15,0,failed,0
1085293605,Silva's Cocina Food Truck,Food Trucks,10/10/14,5000,8/11/14,1200,failed,3
1085965288,Maru Restaurant: We can see the finish line.,Restaurants,2/2/15,50000,1/14/15,7670,failed,43
1087185453,Rocket 88 Doughnuts Part II,Restaurants,10/15/15,10888,9/12/15,890,failed,23
1091043213,BAO CHOW steamed buns and ramen,Restaurants,11/15/15,20000,10/16/15,2833,failed,29
109104628,Bob's Backyard BBQ Food Truck,Food Trucks,5/20/15,5000,4/20/15,0,failed,0
1092275797,Glass City Roasters' Neighborhood Collective and Cafe,Restaurants,3/2/16,5000,2/1/16,5200,successful,53
1092617048,"Smoothie Kones ""The Healthy Alternative""",Restaurants,1/1/15,5000,11/17/14,1,failed,1
109328275,Home Skillet Restaurant - Expansion and continued growth,Restaurants,4/4/15,10000,2/18/15,860,failed,7
1093703613,Big Daddy's Burger,Food Trucks,3/4/15,80000,2/2/15,1,failed,1
1094246238,Crazy Miwok Fry Bread,Restaurants,9/15/14,500000,7/18/14,75,failed,2
1094755740,The Vegan Bros,Food Trucks,11/15/14,30000,9/16/14,574,failed,10
1095710718,Help me support my moms dream.,Restaurants,8/10/14,20000,7/11/14,0,failed,0
1095856347,Start Favored & Flavored,Food Trucks,9/1/14,8000,7/7/14,531,failed,14
1096095848,El Carte 303,Food Trucks,10/5/14,30000,9/5/14,50,failed,1
1096628501,Daily 'Wichual - Modern American Food Truck with a Heart,Food Trucks,7/30/16,10000,6/30/16,10839,successful,45
1096865123,Bad To The Cone Food Service ATX,Food Trucks,7/15/15,20000,6/15/15,585,failed,9
1096897539,Louisiana Créole restaurant in the heart of Miami Beach,Restaurants,8/31/14,250000,8/1/14,0,canceled,0
1096977854,Loxsmith,Restaurants,9/20/15,100000,7/22/15,50,failed,1
1097911929,Fiyahwaters Royal Habits Roots Cafe,Restaurants,10/1/14,50000,8/11/14,0,failed,0
1098547015,Durdens Culinary Delights,Food Trucks,10/21/17,80000,8/22/17,78,failed,2
1098601955,Keep The Hawg alive! (Canceled),Restaurants,4/8/15,15000,3/9/15,280,canceled,6
1099580741,Food Truck Dreams,Food Trucks,3/3/16,10000,2/2/16,115,failed,2
1099666583,The Goat's Spoor,Food Trucks,3/18/15,15000,2/16/15,580,failed,6
1102001646,"Java Hub, Jr.",Food Trucks,4/6/15,1250,3/17/15,1365,successful,17
1102042609,Bring Me Mishi's Strudel!,Restaurants,3/26/16,52000,3/2/16,301,failed,7
110279845,Meraki Sushi,Restaurants,5/13/15,5000,4/13/15,151,failed,3
1103985523,Cool It: The Ice Machine Procurement Project,Restaurants,10/3/15,2200,9/3/15,25,failed,1
1104024966,Fried Peanut Butter & Jelly Sandwiches! (Canceled),Restaurants,3/12/15,5000,2/10/15,0,canceled,0
110407149,My First Apple Pie,Restaurants,8/7/14,1000,7/8/14,2,failed,2
1105296506,"Bean Around Town, mobile gourmet coffee",Food Trucks,9/15/17,5000,8/1/17,175,failed,5
110551836,Plain James Plain Food Eatery - Just Plain Good Food!,Restaurants,10/18/15,10000,9/18/15,0,failed,0
1105526468,The valley food truck,Food Trucks,10/16/15,25000,9/16/15,0,failed,0
1106576745,HE NEEDS TO COOK,Food Trucks,1/18/18,18000,12/22/17,0,live,0
1106675251,"Hubbas Pit Beef, BBQ & Seafood",Restaurants,10/26/14,6300,10/6/14,0,failed,0
1106736838,Giving to the community,Restaurants,1/1/16,2000,11/6/15,0,failed,0
1106809701,Burke's Wings n Stuff,Restaurants,5/24/16,3000,5/14/16,1,failed,1
1107075739,K. 'Dillas - Custom Quesadillas,Food Trucks,10/22/16,35000,9/22/16,1,failed,1
1109164602,Weinie Panini You'll be hard pressed to find a better Weinie,Restaurants,3/18/17,40000,2/16/17,785,failed,7
1109457371,A Place for Pretzels,Restaurants,8/5/15,100000,7/6/15,0,failed,0
1110354352,STRAIGHT OFF THE GRILL,Food Trucks,6/20/15,5000,5/21/15,0,failed,0
1111367494,Bringing Japan's Cafe Culture to Brooklyn-Cafe Cotton Bean!,Restaurants,10/1/16,7500,9/1/16,7651,successful,53
1111515376,Doughnut Lounge,Restaurants,10/2/15,25000,9/2/15,27009,successful,338
111210850,"Arista & Rolling Rocks Farm, A Seed to Plate Mission",Restaurants,4/8/16,2000,3/9/16,2050,successful,20
1112768577,On Demand Food Delivery App (Canceled),Restaurants,2/14/15,200000,1/15/15,21,canceled,2
1112777057,Brittony's Mobile Food Truck,Food Trucks,9/16/15,1250,7/18/15,1,failed,1
1113408752,Ace of Pies,Restaurants,12/12/17,12500,11/12/17,37,failed,1
1113974268,Bring Senegalese Cuisine BACK to L.A.,Restaurants,8/4/14,50000,7/5/14,105,failed,2
1114020256,Bassel's Street Food,Food Trucks,12/8/15,45000,10/9/15,330,failed,4
1115420173,"Rad Coffee Truck, FIRST ever skate themed coffee truck.",Food Trucks,6/1/15,30000,5/2/15,2655,canceled,16
1115456114,Wraps in a snap. Fast lunch with a gourmet punch!,Food Trucks,3/23/16,50000,2/12/16,1,failed,1
1116084914,Flour de Lis Bakery is Opening a Storefront!,Restaurants,10/31/15,20000,10/1/15,1455,failed,19
1116867886,Education-Based Community Coffeehouse,Restaurants,4/14/17,5000,3/16/17,2,failed,2
111706273,Mary Coyle Ice Cream Food Truck,Food Trucks,3/29/15,45000,2/12/15,13265,failed,102
1117084863,101 Places to See and Taste across The United States,Restaurants,7/31/14,15000,7/9/14,5,failed,1
1117415130,Southern Flair Pork-Ka-Bobs (Canceled),Food Trucks,8/23/14,8000,7/9/14,0,canceled,0
1117874290,Creating Great Jobs for Young Women of Color in Oakland,Restaurants,6/18/17,60000,5/4/17,63170.35,successful,627
1118227339,Steel Town Eats,Restaurants,7/7/15,5000,6/8/15,398,failed,12
1119033367,"A new and improved bfast/bakery named ""Once Upon a Pie...""",Restaurants,3/13/16,250000,1/13/16,36,failed,2
1119506749,Da Fat Boyz BBQ at Depoe Bay,Restaurants,11/21/15,1000,10/22/15,80,failed,2
1119819325,Killa Wasi Food Bus,Food Trucks,11/30/16,15000,10/27/16,101,failed,1
1119857611,Veteran Owned Food Truck,Food Trucks,3/13/17,8000,3/6/17,77,failed,3
1120902030,Nece's Gluten Free Bistro and Pantry LLC,Restaurants,9/6/14,10000,8/7/14,55,failed,2
1121286162,Willie T's Chili Dogs,Restaurants,5/24/15,25000,4/24/15,50,failed,1
1121294288,Kat's Kafe & Catering,Restaurants,3/20/15,2500,2/18/15,0,failed,0
1123321378,Fat Cheeks Bakery (Canceled),Restaurants,5/18/16,100000,4/18/16,0,canceled,0
1123808914,Lyles BBQ Company - Food Truck,Food Trucks,9/25/14,30000,8/26/14,3890,failed,40
1124922936,Palmetto Pork Skins,Food Trucks,1/27/16,25000,12/28/15,50,failed,1
1124999900,The Pink Umbrella Mobile Bakery,Food Trucks,5/23/15,8000,4/22/15,8156,successful,55
1127357364,Bring A Taste of Cuba to Salt Lake,Food Trucks,2/6/17,10000,12/8/16,2141,failed,13
1127376124,wine bar,Restaurants,2/13/16,400000,12/31/15,0,failed,0
1128217364,Trollies,Food Trucks,4/13/15,50000,2/12/15,8,failed,1
1129396766,Juice on Tap Cafe,Restaurants,10/26/14,100000,9/13/14,225,failed,3
1129553833,The Cast Iron burger Plus Drive in,Restaurants,7/28/15,15000,6/18/15,0,failed,0
1130660161,Karma Coffee & Cafe,Restaurants,2/27/15,150000,1/28/15,351,failed,3
1130827376,Potters' Pampered Palate: Whole Food Rest Stop,Restaurants,6/5/14,50000,5/6/14,23696,failed,75
1131243401,I'm almost done..Your support can open Julie's Cozy Cafe',Restaurants,1/22/16,10000,12/18/15,1527,failed,10
1132294621,RYCE: Rochester Youth Culinary Experience,Restaurants,3/5/16,10000,1/5/16,10360,successful,91
1132503563,Dogs and more...,Food Trucks,6/27/15,2000,5/28/15,0,failed,0
1132582189,Bringing Jamaican Patties To Your Neck Of The Wood,Restaurants,6/8/15,125000,4/9/15,206,failed,3
1132864505,Mamma B's Pizza Fights Hunger 1 Belly at a Time! (Canceled),Restaurants,8/15/14,100000,7/16/14,1,canceled,1
1133289792,Colt's Kitchen Egg Roll Experiment,Food Trucks,6/26/15,200,5/27/15,25,failed,1
1133728374,"Donut Robot Food Cart, Portland OR",Food Trucks,1/14/15,10000,12/15/14,1610,failed,29
113377795,Country Olive,Food Trucks,8/15/15,32500,7/15/15,389,failed,5
1134040409,Cafe Envy By April Spears and Meaghan Mitchell,Restaurants,12/25/17,50000,10/26/17,2610,failed,26
1134352147,Nazfa Organic Green Cookies & Candies,Restaurants,12/11/14,75000,11/11/14,1692,failed,18
1134806310,Prairie Dogs Funder Round II,Restaurants,11/22/14,20000,10/19/14,1346,failed,37
1134887654,Hank & Maple's Coffee and Cafe,Restaurants,2/1/17,4000,12/15/16,2192,failed,20
1135064553,The Red Eye Bakery,Restaurants,7/24/16,5000,6/24/16,5096,successful,54
1135271950,"Sin Fronteras Coffee: Sourcing, Roasting and Relationships",Restaurants,7/10/17,50000,5/16/17,2445,failed,35
1135491681,Mia Bella Italian Restaurant,Restaurants,9/1/15,600000,8/2/15,0,failed,0
1135497246,Fried Chicken @fries urban soul food Restaurant,Restaurants,6/16/15,30000,4/17/15,0,failed,0
1135780938,Good Salad Sand-Witch,Food Trucks,8/31/17,8500,7/17/17,750,failed,29
1135896071,MealBuds Marketplace: Launch,Restaurants,11/27/15,2000,9/28/15,139,failed,4
1136597815,"Popular ""Mom and Pop"" restaurant planning a make-over!",Restaurants,9/1/14,100000,8/6/14,105,failed,2
1137746682,Calypso Wings,Restaurants,9/7/14,50000,8/8/14,0,failed,0
1138343713,Healthy way of life & certified organic produce & products.,Food Trucks,1/4/17,2600,12/5/16,26,failed,1
1138709572,Loose Cannon Chili Consortium,Restaurants,4/18/15,2500,2/17/15,0,failed,0
1139106370,Powered by Pork Food Truck,Food Trucks,4/5/15,15000,3/6/15,15115,successful,146
1139160703,Totally Tamales getting our restaurant open,Restaurants,12/21/17,10500,11/6/17,0,failed,0
1139392193,"Bridging the Minooka area to ""Back in the Day""",Restaurants,10/30/14,200000,9/15/14,1,failed,1
1139536859,Tamales By Dons Food Truck (Canceled),Food Trucks,3/5/16,60000,1/20/16,0,canceled,0
1140733497,Humboldt Springs Brewing LLC,Restaurants,8/15/17,90000,6/16/17,20,failed,1
1140807161,Starting a gourmet cupcake business,Restaurants,3/12/17,6000,2/10/17,0,failed,0
1141275446,Expand Latitude 44,Restaurants,12/22/17,10000,12/2/17,40,failed,1
1142378930,Tortilladora,Restaurants,5/15/17,45000,3/16/17,0,canceled,0
1142550688,The North Fork Shack,Restaurants,5/2/16,35000,3/28/16,9556,failed,62
1142944424,Disney's Wonderland Bakery & Cafes (locations at all parks)!,Restaurants,2/28/15,150000,2/3/15,2,failed,2
1142964877,N. SALADA  -  World Fusion Salad Lounge,Restaurants,11/13/14,145000,9/25/14,727,failed,11
1143748183,Inspirational Food For Thoughts & Emotions,Food Trucks,5/4/16,25000,4/4/16,1,failed,1
1144514820,Portillo's for Patrick,Restaurants,2/16/15,40,1/15/15,1,failed,1
1144597872,CaveMan Food Truck,Food Trucks,9/17/15,10000,8/18/15,1121,failed,13
1144894047,My Food Truck Dream!,Food Trucks,9/6/14,10000,7/23/14,25,failed,1
1145016717,Hummingbird Macarons & Desserts Oh My! (Canceled),Restaurants,11/3/14,25000,10/4/14,371,canceled,12
1146181862,Miijim - Indigenous Cuisine,Restaurants,2/11/18,20000,12/13/17,32,live,1
1146649243,The Local: Great Food...Naturally,Restaurants,3/6/15,15000,2/12/15,15615,successful,117
1147610158,komeme's first food truck,Food Trucks,4/7/15,10000,2/21/15,10215,successful,67
1147644959,Freestyle Cakes Food Truck,Food Trucks,8/25/14,65000,7/11/14,1,failed,1
1148232760,Finger Foods Restaurant,Restaurants,1/7/16,500000,12/8/15,0,failed,0
1149072433,CUPQUETS (Retail Bakery Location),Restaurants,11/5/15,75000,10/1/15,100,failed,1
1149108193,The Queso Cart,Food Trucks,9/14/14,15000,8/15/14,0,failed,0
